nom;code
MARS SOUS BOURCQ;8400
VAUX SUR EURE;27120
PERON;1630
ST BENOIT DES OMBRES;27450
MARVAUX VIEUX;8400
VERNEUIL D AVRE ET D ITON;27160
PEYZIEUX SUR SAONE;1140
ST CHRISTOPHE SUR AVRE;27820
LES MAZURES;8500
VERNON;27200
PIZAY;1120
LE VAUDREUIL;27100
MONTCY NOTRE DAME;8090
LA HAYE BELLEFOND;50410
VESLY;27870
PLAGNE;1130
ST DENIS DES MONTS;27520
MONTHERME;8800
HUISNES SUR MER;50170
VEZILLON;27700
POLLIAT;1310
ST DIDIER DES BOIS;27370
MONTHERME;8800
ISIGNY LE BUAT;50540
LA VIEILLE LYRE;27330
PONCIN;1450
ST ETIENNE SOUS BAILLEUL;27920
MONTMEILLANT;8220
ISIGNY LE BUAT;50540
VILLIERS EN DESOEUVRE;27640
PONT DE VEYLE;1290
STE GENEVIEVE LES GASNY;27620
NEUFMAISON;8460
JUILLEY;50220
ALLONNES;28150
POUILLAT;1250
LE MESNIL ST JEAN;27560
NEUVILLE LEZ BEAULIEU;8380
JUVIGNY LES VALLEES;50520
COMMUNE NOUVELLE D ARROU;28290
RANCE;1390
ST GERMAIN DE PASQUIER;27370
NOUZONVILLE;8700
LAMBERVILLE;50160
AUNEAU BLEURY ST SYMPHORIEN;28700
RIGNIEUX LE FRANC;1800
LA CHAPELLE LONGUEVILLE;27950
OLIZY PRIMAT;8250
LIESVILLE SUR DOUVE;50480
BAILLEAU ARMENONVILLE;28320
ST BENIGNE;1190
ST LAURENT DES BOIS;27220
POILCOURT SYDNEY;8190
LIEUSAINT;50700
LA BAZOCHE GOUET;28330
ST CYR SUR MENTHON;1380
ST MARTIN LA CAMPAGNE;27930
POURU ST REMY;8140
LONGUEVILLE;50290
BERCHERES ST GERMAIN;28300
ST DIDIER SUR CHALARONNE;1140
ST MARTIN ST FIRMIN;27450
REGNIOWEZ;8230
LA LUCERNE D OUTREMER;50320
BERCHERES LES PIERRES;28630
ST GEORGES SUR RENON;1400
STE MARIE D ATTEZ;27160
REMILLY LES POTHEES;8150
MARGUERAY;50410
BERCHERES SUR VESGRE;28260
ST JULIEN SUR REYSSOUZE;1560
ST PAUL DE FOURQUES;27800
RETHEL;8300
MARIGNY LE LOZON;50570
BILLANCELLES;28190
ST JUST;1250
ST PIERRE DE BAILLEUL;27920
RILLY SUR AISNE;8130
MARIGNY LE LOZON;50570
BOISSY EN DROUAIS;28500
ST RAMBERT EN BUGEY;1230
ST PIERRE DE SALERNE;27800
ROUVROY SUR AUDRY;8150
LE MESNIL AMEY;50570
BOISVILLE LA ST PERE;28150
ST SULPICE;1340
ST PIERRE LA GARENNE;27600
SACHY;8110
LE MESNIL OZENNE;50220
LA BOURDINIERE ST LOUP;28360
SALAVRE;1270
ST SIMEON;27560
ST CLEMENT A ARNES;8310
LE MESNIL ROUXELIN;50000
BONCOURT;28260
SAULT BRENAZ;1150
ST SYLVESTRE DE CORMEILLES;27260
SAULT ST REMY;8190
LE MESNIL VILLEMAN;50450
BONNEVAL;28800
SAVIGNEUX;1480
ST VIGOR;27930
SAVIGNY SUR AISNE;8400
MILLIERES;50190
BROUE;28410
SULIGNAT;1400
SURTAUVILLE;27400
SECHAULT;8250
MONTAIGU LA BRISETTE;50700
CHAPELLE GUILLAUME;28330
TOSSIAT;1250
SURVILLE;27400
SEMIDE;8400
MONTFARVILLE;50760
CHASSANT;28480
VAL REVERMONT;1370
THIBOUVILLE;27800
SENUC;8250
MORTAIN BOCAGE;50140
CHATEAUNEUF EN THYMERAIS;28170
TREVOUX;1600
TILLY;27510
SINGLY;8430
MUNEVILLE LE BINGARD;50490
CLOYES LES TROIS RIVIERES;28220
VALEINS;1140
LE TORPT;27210
SON;8300
NEHOU;50390
CLOYES LES TROIS RIVIERES;28220
VARAMBON;1160
TOURNEDOS BOIS HUBERT;27180
SORCY BAUTHEMONT;8270
LE NEUFBOURG;50140
CORANCEZ;28630
VAUX EN BUGEY;1150
LE TREMBLAY OMONVILLE;27110
TAGNON;8300
NEUVILLE AU PLAIN;50480
COULOMBS;28210
VERSAILLEUX;1330
LE TRONCQ;27110
THELONNE;8350
NOTRE DAME DE LIVOYE;50370
CRUCEY VILLAGES;28270
VILLARS LES DOMBES;1330
LE TRONQUAY;27480
THILAY;8800
OUVILLE;50210
DANGERS;28190
VILLEMOTIER;1270
VALAILLES;27300
LE THOUR;8190
GRANDPARIGNY;50600
ECROSNES;28320
VILLETTE SUR AIN;1320
VENON;27110
TOGES;8400
LE PERRON;50160
EPEAUTROLLES;28120
VIRIAT;1440
LES VENTES;27180
VENDRESSE;8160
LES PIEUX;50340
ERMENONVILLE LA GRANDE;28120
AGNICOURT ET SECHELLES;2340
VILLEZ SUR LE NEUBOURG;27110
VILLERS SEMEUSE;8000
LE PLESSIS LASTELLE;50250
FONTAINE SIMON;28240
AIZY JOUY;2370
VIRONVAY;27400
VONCQ;8400
PONT HEBERT;50620
FONTENAY SUR EURE;28630
AMBLENY;2290
AUNAY SOUS AUNEAU;28700
VRIGNE MEUSE;8350
PONTORSON;50170
FRAZE;28160
AMIFONTAINE;2190
AUNEAU BLEURY ST SYMPHORIEN;28700
WADELINCOURT;8200
PONTORSON;50170
GALLARDON;28320
ANIZY LE GRAND;2320
BAILLEAU L EVEQUE;28300
WARCQ;8000
PONTORSON;50170
GARANCIERES EN DROUAIS;28500
ARCY STE RESTITUE;2130
BARMAINVILLE;28310
WILLIERS;8110
QUETTREVILLE SUR SIENNE;50660
GOUILLONS;28310
AULNOIS SOUS LAON;2000
BEAUMONT LES AUTELS;28480
AIGUES VIVES;9600
QUETTREVILLE SUR SIENNE;50660
GOUSSAINVILLE;28410
AUTREMENCOURT;2250
BERCHERES ST GERMAIN;28300
ALBIES;9310
QUINEVILLE;50310
INTREVILLE;28310
AUTREPPES;2580
BOISSY LES PERCHE;28340
ALZEN;9240
REVILLE;50760
JANVILLE EN BEAUCE;28310
BANCIGNY;2140
LE BOULLAY MIVOYE;28210
ANTRAS;9800
ST AMAND VILLAGES;50160
LUISANT;28600
BARISIS AUX BOIS;2700
BOUTIGNY PROUAIS;28410
APPY;9250
ST AMAND VILLAGES;50160
MAGNY;28120
BARZY SUR MARNE;2850
BOUVILLE;28800
ARNAVE;9400
ST AUBIN DES PREAUX;50380
MAILLEBOIS;28170
VALLEES EN CHAMPAGNE;2330
BRICONVILLE;28300
ARRIEN EN BETHMALE;9800
STE CECILE;50800
MAISONS;28700
BAZOCHES ET ST THIBAUT;2220
BU;28410
ASTON;9310
ST CYR;50310
MEREGLISE;28120
BEAURIEUX;2160
CHAMPROND EN GATINE;28240
BARJAC;9230
ST GEORGES DE ROUELLEY;50720
MOLEANS;28200
BELLEU;2200
LA CHAPELLE DU NOYER;28200
BENAGUES;9100
ST GERMAIN LE GAILLARD;50340
MONTBOISSIER;28800
BERLANCOURT;2250
LA CHAPELLE FORAINVILLIERS;28500
BESSET;9500
ST GERMAIN SUR SEVES;50190
NERON;28210
BERRIEUX;2820
CHARBONNIERES;28330
BESTIAC;9250
ST JACQUES DE NEHOU;50390
PIERRES;28130
BESMONT;2500
CHARTRES;28000
BETCHAT;9160
ST JAMES;50240
PRE ST EVROULT;28800
BEZU LE GUERY;2310
CHATAINCOURT;28270
BEZAC;9100
ST JAMES;50240
PUISEUX;28170
BILLY SUR AISNE;2200
CHAUFFOURS;28120
BONAC IRAZEIN;9800
ST JAMES;50240
ROUVRAY ST DENIS;28310
BLESMES;2400
CHERISY;28500
BOUAN;9310
ST JEAN DE SAVIGNY;50680
ROUVRES;28260
BONNESVALYN;2400
CINTRAY;28300
BOUSSENAC;9320
ST JEAN D ELLE;50810
VILLEMAURY;28200
BOSMONT SUR SERRE;2250
CLOYES LES TROIS RIVIERES;28220
BURRET;9000
ST JEAN D ELLE;50810
SAINTIGNY;28480
BOUFFIGNEREUX;2160
CLOYES LES TROIS RIVIERES;28220
CALZAN;9120
ST MALO DE LA LANDE;50200
ST DENIS LANNERAY;28200
BOURGUIGNON SOUS COUCY;2300
CLOYES LES TROIS RIVIERES;28220
CARLA DE ROQUEFORT;9300
ST MARTIN DE VARREVILLE;50480
ST DENIS LANNERAY;28200
BRANCOURT EN LAONNOIS;2320
CROISILLES;28210
CASTELNAU DURBAN;9420
ST MARTIN LE BOUILLANT;50800
ST PREST;28300
BRAYE EN LAONNOIS;2000
DANGEAU;28160
CASTERAS;9130
STE MERE EGLISE;50480
ST SAUVEUR MARVILLE;28170
BRENELLE;2220
DROUE SUR DROUETTE;28230
CASTEX;9350
ST OVIN;50300
SAINVILLE;28700
BRIE;2870
FAVIERES;28170
CAZAUX;9120
ST PAIR SUR MER;50380
SENANTES;28210
BRUYERES ET MONTBERAULT;2860
LE GAULT ST DENIS;28800
COUFLENS;9140
LE PARC;50870
THEUVILLE;28150
CAMELIN;2300
GOMMERVILLE;28310
COUFLENS;9140
LE PARC;50870
TOURY;28310
CASTRES;2680
GOMMERVILLE;28700
DALOU;9120
ST PIERRE D ARTHEGLISE;50270
TREMBLAY LES VILLAGES;28170
CHAILLEVOIS;2000
GOUSSAINVILLE;28410
DUN;9600
ST PIERRE DE COUTANCES;50200
TREMBLAY LES VILLAGES;28170
CHASSEMY;2370
GUAINVILLE;28260
GANAC;9000
ST SAUVEUR LA POMMERAYE;50510
UNVERRE;28160
CHATEAU THIERRY;2400
GUILLEVILLE;28310
GARANOU;9250
ST SENIER SOUS AVRANCHES;50300
EOLE EN BEAUCE;28140
CHATILLON LES SONS;2270
HAVELU;28410
GAUDIES;9700
SAUSSEMESNIL;50700
VILLAMPUY;28200
CHATILLON SUR OISE;2240
JALLANS;28200
ILHAT;9300
SAVIGNY LE VIEUX;50640
VILLEBON;28190
CHERY CHARTREUVE;2220
JAUDRAIS;28250
LABATUT;9700
SEBEVILLE;50480
YMONVILLE;28150
CHERY LES POUILLY;2000
JOUY;28300
LACOURT;9200
LE TEILLEUL;50640
BAYE;29300
CHIGNY;2120
LORMAYE;28210
LARBONT;9240
LE TEILLEUL;50640
BODILIS;29400
CILLY;2250
LA LOUPE;28240
LAROQUE D OLMES;9600
TOLLEVAST;50470
BRENNILIS;29690
CLERMONT LES FERMES;2340
LOUVILLIERS EN DROUAIS;28500
LERAN;9600
TREAUVILLE;50340
CAMARET SUR MER;29570
COINGT;2360
LOUVILLIERS LES PERCHE;28250
LESPARROU;9300
TRIBEHOU;50620
CHATEAUNEUF DU FAOU;29520
COLLIGIS CRANDELAIN;2860
LUCE;28110
MAUVEZIN DE STE CROIX;9230
VAINS;50300
CLEDEN POHER;29270
CORCY;2600
LUPLANTE;28360
MERCENAC;9160
VAROUVILLE;50330
LE CLOITRE ST THEGONNEC;29410
COUCY LES EPPES;2840
MANOU;28240
MONTAILLOU;9110
VILLEDIEU LES POELES ROUFFIGNY;50800
LE CONQUET;29217
COUCY LA VILLE;2380
ARCISSES;28400
MONTARDIT;9230
VIRANDEVILLE;50690
CORAY;29370
COULONGES COHAN;2130
LE MESNIL THOMAS;28250
MONTAUT;9700
ST MARTIN D ABLOIS;51530
EDERN;29510
COULONGES COHAN;2130
MEVOISINS;28130
MONTFERRIER;9300
AOUGNY;51170
FOUESNANT;29170
COUPRU;2310
MONTIGNY LE CHARTIF;28120
MONTJOIE EN COUSERANS;9200
ARCIS LE PONSART;51170
GARLAN;29610
COURBES;2800
MORAINVILLE;28700
MOULIS;9200
ARZILLIERES NEUVILLE;51290
GOUESNACH;29950
COURTRIZY ET FUSSIGNY;2820
MORANCEZ;28630
NALZEN;9300
AVENAY VAL D OR;51160
GOUESNOU;29850
COUVRON ET AUMENCOURT;2270
MOULHARD;28160
NIAUX;9400
AVIZE;51190
GOULVEN;29890
CUIRY LES IVIERS;2360
MOUTIERS;28150
ORNOLAC USSAT LES BAINS;9400
AY CHAMPAGNE;51160
GUICLAN;29410
DEUILLET;2700
NEUVY EN DUNOIS;28800
ORUS;9220
BACONNES;51400
GUIMILIAU;29400
EFFRY;2500
NOGENT LE PHAYE;28630
PEREILLE;9300
LE BAIZIL;51270
MILIZAC GUIPRONVEL;29290
ENGLANCOURT;2260
NOGENT SUR EURE;28120
RIEUCROS;9500
BEAUNAY;51270
HOPITAL CAMFROUT;29460
EPAGNY;2290
OINVILLE ST LIPHARD;28310
RIVERENERT;9200
BERMERICOURT;51220
HUELGOAT;29690
EPARCY;2500
RECLAINVILLE;28150
ROUZE;9460
BETHENY;51450
ILE MOLENE;29259
ERLOY;2260
ROHAIRE;28340
SABARAT;9350
BETHON;51260
KERGLOFF;29270
ESSIGNY LE GRAND;2690
ROINVILLE;28700
ST AMADOU;9100
BETTANCOURT LA LONGUE;51330
KERNILIS;29260
ESSISES;2570
ST AUBIN DES BOIS;28300
ST JEAN D AIGUES VIVES;9300
BILLY LE GRAND;51400
LANGOLEN;29510
ETAVES ET BOCQUIAUX;2110
ST BOMER;28330
ST JULIEN DE GRAS CAPOU;9500
BINSON ET ORQUIGNY;51700
LANILDUT;29840
ETREUX;2510
VILLEMAURY;28200
ST MARTIN DE CARALP;9000
BLAISE SOUS ARZILLIERES;51300
LANNEUFFRET;29400
FILAIN;2000
VILLEMAURY;28200
ST MARTIN D OYDES;9100
BLESME;51340
LANNILIS;29870
FONTAINE LES VERVINS;2140
SAINTIGNY;28480
ST QUIRC;9700
BOUCHY ST GENEST;51310
LANRIVOARE;29290
FORESTE;2590
ST JEAN DE REBERVILLIERS;28170
ST VICTOR ROUZAUD;9100
BOULEUSE;51170
LOC BREVALAIRE;29260
FOURDRAIN;2870
ST LAURENT LA GATINE;28210
SALSEIN;9800
BOULT SUR SUIPPE;51110
LOC EGUINER;29400
FRESNES SOUS COUCY;2380
ST LUCIEN;28210
SAUTEL;9300
BOURGOGNE FRESNE;51110
LOCRONAN;29180
FRIERES FAILLOUEL;2700
ST MAIXME HAUTERIVE;28170
SAVIGNAC LES ORMEAUX;9110
BRAUX STE COHIERE;51800
CONFORT MEILARS;29790
GERMAINE;2590
SANDARVILLE;28120
SEIX;9140
BROYES;51120
PLEUVEN;29170
GRANDRIEUX;2360
SENONCHES;28250
LORP SENTARAILLE;9190
BRUSSON;51300
PLOGASTEL ST GERMAIN;29710
GRISOLLES;2210
SOREL MOUSSEL;28260
SENTEIN;9800
BUSSY LE CHATEAU;51600
PLOGONNEC;29180
VILLENEUVE SUR AISNE;2190
SOULAIRES;28130
SIEURAS;9130
BUSSY LETTREE;51320
PLOMODIERN;29550
VILLENEUVE SUR AISNE;2190
SOURS;28630
SIGUER;9220
CHALTRAIT;51130
PLOUDALMEZEAU;29830
HANNAPES;2510
THEUVILLE;28360
AULOS SINSAT;9310
CHAMPFLEURY;51500
PLOUGASNOU;29630
HAUTION;2140
THIMERT GATELLES;28170
SOULAN;9320
CHAMPGUYON;51310
PLOUGUIN;29830
HOUSSET;2250
TILLAY LE PENEUX;28140
UNZENT;9100
CHANTEMERLE;51260
PLOUNEVEZ LOCHRIST;29430
IRON;2510
TRANCRAINVILLE;28310
USSAT;9400
LE CHATELIER;51330
PLOURIN LES MORLAIX;29600
ITANCOURT;2240
TREMBLAY LES VILLAGES;28170
LE VERNET;9700
CHATILLON SUR BROUE;51290
PLOZEVET;29710
JOUAIGNES;2220
TRIZAY LES BONNEVAL;28800
VILLENEUVE D OLMES;9300
CHATILLON SUR MARNE;51700
PONT AVEN;29930
JUMIGNY;2160
VER LES CHARTRES;28630
AILLEVILLE;10200
CHENAY;51140
PORT LAUNAY;29150
LAFFAUX;2880
VERT EN DROUAIS;28500
ARRELLES;10340
CLOYES SUR MARNE;51300
POULLAN SUR MER;29100
LAIGNY;2140
EOLE EN BEAUCE;28150
ARRENTIERES;10200
COMPERTRIX;51510
LE RELECQ KERHUON;29480
LAPPION;2150
VICHERES;28480
ASSENCIERES;10220
CONDE SUR MARNE;51150
ROSCOFF;29680
LARGNY SUR AUTOMNE;2600
VILLIERS LE MORHIER;28130
AULNAY;10240
CONGY;51270
ROSPORDEN;29140
LESDINS;2100
LES VILLAGES VOVEENS;28150
AUXON;10130
COOLE;51320
ROSPORDEN;29140
LEURY;2880
ARZANO;29300
VAL D AUZON;10220
CORMONTREUIL;51350
ST DERRIEN;29440
LES SEPTVALLONS;2160
AUDIERNE;29770
AVREUIL;10130
CORROBERT;51210
ST DIVY;29800
LOR;2190
BOTMEUR;29690
BAILLY LE FRANC;10330
COUPETZ;51240
ST ELOY;29460
LOUATRE;2600
BOURG BLANC;29860
BALIGNICOURT;10330
COURTHIEZY;51700
ST GOAZEC;29520
LUCY LE BOCAGE;2400
BRASPARTS;29190
BARBEREY ST SULPICE;10600
COURTISOLS;51460
ST POL DE LEON;29250
LUGNY;2140
BRELES;29810
BERNON;10130
CRAMANT;51530
ST SERVAIS;29400
MAAST ET VIOLAINE;2220
BREST;29200
BESSY;10170
DAMPIERRE SUR MOIVRE;51240
SIZUN;29450
MACQUIGNY;2120
CARHAIX PLOUGUER;29270
BOULAGES;10380
DROSNAY;51290
SPEZET;29540
MAIZY;2160
CHATEAULIN;29150
BOURDENAY;10290
ECOLLEMONT;51290
TREBABU;29217
MALZY;2120
CLEDER;29233
BOUY SUR ORVIN;10400
ECURY LE REPOS;51230
TREFFIAGAT;29730
MAREUIL EN DOLE;2130
CLOHARS FOUESNANT;29950
BREVONNES;10220
ELISE DAUCOURT;51800
TREFLEZ;29430
MARIZY ST MARD;2470
COAT MEAL;29870
BUCEY EN OTHE;10190
EPENSE;51330
TREMEOC;29120
MARLY GOMONT;2120
CROZON;29160
BUCHERES;10800
FEREBRIANGES;51270
TREZILIDE;29440
MARTIGNY COURPIERRE;2860
LA FOREST LANDERNEAU;29800
BUCHERES;10800
FESTIGNY;51700
PONT DE BUIS LES QUIMERCH;29590
MOLAIN;2110
FOUESNANT;29170
CHALETTE SUR VOIRE;10500
FISMES;51170
PONT DE BUIS LES QUIMERCH;29590
MONCEAU LES LEUPS;2270
GOUEZEC;29190
CHANNES;10340
FLAVIGNY;51190
APPIETTO;20167
MONCEAU LE WAAST;2840
GUILERS;29820
CHAUFFOUR LES BAILLY;10110
FONTAINE EN DORMOIS;51800
ARBELLARA;20110
MONCEAU SUR OISE;2120
GUISSENY;29880
COURCEROY;10400
LE GAULT SOIGNY;51210
AZILONE AMPAZA;20190
MONTAIGU;2820
ILE DE SEIN;29990
COUSSEGREY;10210
GERMAINE;51160
BASTELICA;20119
MONTBREHAIN;2110
LAMPAUL GUIMILIAU;29400
COUVIGNON;10200
LES GRANDES LOGES;51400
CARBUCCIA;20133
MONTESCOURT LIZEROLLES;2440
LANDEDA;29870
CRANCEY;10100
GUEUX;51390
CIAMANNACCE;20134
MONTIGNY LES CONDE;2330
LANDELEAU;29530
DIENVILLE;10500
HAUSSIGNEMONT;51300
COGNOCOLI MONTICCHI;20166
MONTIGNY SOUS MARLE;2250
LANDUDAL;29510
DIERREY ST PIERRE;10190
HAUSSIMONT;51320
FOZZANO;20143
MONTLOUE;2340
LANVEOC;29160
DROUPT STE MARIE;10170
HAUTEVILLE;51290
FRASSETO;20157
MONT ST PERE;2400
LENNON;29190
EAUX PUISEAUX;10130
ISLE SUR MARNE;51290
GROSSA;20100
MORTEFONTAINE;2600
LOQUEFFRET;29530
ENGENTE;10200
JALONS;51150
LECCI;20137
NAMPTEUIL SOUS MURET;2200
MAHALON;29790
ETOURVY;10210
JUVIGNY;51150
OLIVESE;20140
NEUFLIEUX;2300
MOELAN SUR MER;29350
ETRELLES SUR AUBE;10170
LARZICOURT;51290
PIANA;20115
NEUILLY ST FRONT;2470
MOTREFF;29270
FEUGES;10150
LAVAL SUR TOURBE;51600
POGGIOLO;20160
NIZY LE COMTE;2150
NEVEZ;29920
FRAVAUX;10200
LHERY;51170
QUENZA;20122
NOROY SUR OURCQ;2600
PLEYBEN;29190
GELANNES;10100
LIVRY LOUVERCY;51400
RENNO;20160
NOUVION ET CATILLON;2270
PLOGOFF;29770
LES GRANDES CHAPELLES;10170
LOIVRE;51220
SANT ANDREA D ORCINO;20151
OHIS;2500
PLOUDALMEZEAU;29830
JAUCOURT;10200
MINAUCOURT LE MESNIL LES HURLUS;51800
SAN GAVINO DI CARBINI;20137
PASSY SUR MARNE;2850
PLOUEDERN;29800
JEUGNY;10320
MONCETZ LONGEVAS;51470
SAN GAVINO DI CARBINI;20170
PERNANT;2200
PLOUEZOC H;29252
JULLY SUR SARCE;10260
MONT SUR COURVILLE;51170
SANTA MARIA SICHE;20190
PIERREPONT;2350
PLOUIDER;29260
LAINES AUX BOIS;10120
MORSAINS;51210
TOLLA;20117
PINON;2320
PLOUIGNEAU;29650
LASSICOURT;10500
MUTIGNY;51160
UCCIANI;20133
PONTRUET;2490
PLOUNEOUR MENEZ;29410
LESMONT;10500
NANTEUIL LA FORET;51480
VERO;20172
PRIEZ;2470
PLOURIN;29830
LA LOGE POMBLIN;10210
LA NEUVILLE AUX LARRIS;51480
VICO;20160
PRISCES;2140
PONT L ABBE;29120
LONGPRE LE SEC;10140
LA NEUVILLE AU PONT;51800
ZEVACO;20173
QUINCY SOUS LE MONT;2220
PORSPODER;29840
LUYERES;10150
NOIRLIEU;51330
ALTIANI;20251
REMAUCOURT;2100
POULDERGAT;29100
MAGNANT;10110
NUISEMENT SUR COOLE;51240
AMPRIANI;20272
RENANSART;2240
POULLAOUEN;29246
MAGNICOURT;10240
ORMES;51370
BORGO;20290
RESSONS LE LONG;2290
PRIMELIN;29770
MAIZIERES LA GRANDE PAROISSE;10510
PARGNY LES REIMS;51390
CAGNANO;20228
ROGNY;2140
QUIMPER;29000
MARNAY SUR SEINE;10400
PASSAVANT EN ARGONNE;51800
CALACUCCIA;20224
SACONIN ET BREUIL;2200
REDENE;29300
MAUPAS;10320
PEAS;51120
CALVI;20260
ST CLEMENT;2360
ST FREGANT;29260
MERY SUR SEINE;10170
PLICHANCOURT;51300
CANAVAGGIA;20235
ST ERME OUTRE ET RAMECOURT;2820
ST HERNIN;29270
MESNIL LETTRE;10240
POGNY;51240
CASTELLARE DI MERCURIO;20212
ST GOBERT;2140
ST JEAN DU DOIGT;29630
METZ ROBERT;10210
REUIL;51480
CASTELLO DI ROSTINO;20235
ST QUENTIN;2100
ST NIC;29550
MONTCEAUX LES VAUDES;10260
RILLY LA MONTAGNE;51500
CASTIFAO;20218
ST THOMAS;2820
ST RIVOAL;29190
MONTIERAMEY;10270
LES RIVIERES HENRUEL;51300
CENTURI;20238
SANCY LES CHEMINOTS;2880
ST SAUVEUR;29400
MONTMARTIN LE HAUT;10140
ROMIGNY;51170
CERVIONE;20221
SAULCHERY;2310
STE SEVE;29600
MOUSSEY;10800
ST AMAND SUR FION;51300
CORBARA;20220
SELENS;2300
ST THURIEN;29380
ONJON;10220
ST EULIEN;52100
CORBARA;20256
LA SELVE;2150
TREFLEVENEZ;29800
ORIGNY LE SEC;10510
ST JUST SAUVAGE;51260
COSTA;20226
SERGY;2130
TREGLONOU;29870
ORMES;10700
ST LUMIER EN CHAMPAGNE;51300
ERSA;20275
SISSONNE;2150
TREGOUREZ;29970
OSSEY LES TROIS MAISONS;10100
ST MARTIN SUR LE PRE;51520
FARINOLE;20253
SOMMERON;2260
AJACCIO;20167
PAISY COSDON;10160
ST REMY EN BOUZEMONT ST GENEST ISSON;51290
GHISONACCIA;20240
SONS ET RONCHERES;2270
BILIA;20100
PAYNS;10600
ST THIERRY;51220
GHISONACCIA;20240
SURFONTAINE;2240
CALCATOGGIO;20111
PLANCY L ABBAYE;10380
SAPIGNICOURT;52100
GHISONI;20227
THIERNU;2250
COGNOCOLI MONTICCHI;20123
POLISY;10110
SEPT SAULX;51400
GIUNCAGGIO;20251
TOULIS ET ATTENCOURT;2250
CONCA;20135
POUAN LES VALLEES;10700
SILLERY;51500
ISOLACCIO DI FIUMORBO;20243
TRUCY;2860
COZZANO;20148
POUY SUR VANNES;10290
SOMME BIONNE;51800
LAMA;20218
TUPIGNY;2120
FORCIOLO;20190
PUITS ET NUISEMENT;10140
SOMMEPY TAHURE;51600
LUCCIANA;20290
URVILLERS;2690
GIUNCHETO;20100
LES RICEYS;10340
SOMME VESLE;51460
MONACIA D OREZZA;20229
VADENCOURT;2120
GUAGNO;20160
RIGNY LE FERRON;10160
SUIPPES;51600
MONTE;20290
VASSENS;2290
LETIA;20160
RILLY STE SYRE;10280
THIEBLEMONT FAREMONT;51300
MONTEGROSSO;20214
VASSENY;2220
LEVIE;20170
RUVIGNY;10410
THILLOIS;51370
NOCARIO;20229
VAUXAILLON;2320
LOPIGNA;20139
ST LEGER SOUS BRIENNE;10500
TRIGNY;51140
NONZA;20217
VAUXBUIN;2200
MELA;20112
ST LOUP DE BUFFIGNY;10100
VANAULT LES DAMES;51340
OGLIASTRO;20217
VAUXTIN;2220
OCANA;20117
ST PARRES LES VAUDES;10260
VASSIMONT ET CHAPELAINE;51320
OLMI CAPPELLA;20259
VENDELLES;2490
OLMETO;20113
ST PHAL;10130
VAUCHAMPS;51210
ORTALE;20234
LA VILLE AUX BOIS LES DIZY;2340
PALNECA;20134
ST THIBAULT;10800
VAUCLERC;51300
ORTIPORIO;20290
VILLERS AGRON AIGUIZY;2130
PASTRICCIOLA;20121
SOULAINES DHUYS;10200
BLANCS COTEAUX;51130
PALASCA;20226
VILLERS HELON;2600
PETRETO BICCHISANO;20140
SOULIGNY;10320
VERZENAY;51360
PENTA DI CASINCA;20213
VIVAISE;2870
PILA CANALE;20123
SPOY;10200
VERZY;51380
PIAZZOLE;20229
VIVIERES;2600
PORTO VECCHIO;20137
THORS;10200
LA VEUVE;51520
PIE D OREZZA;20229
VOYENNE;2250
PROPRIANO;20110
URVILLE;10200
LE VIEIL DAMPIERRE;51330
PIETRALBA;20218
WIEGE FATY;2120
SARI SOLENZARA;20145
VANLAY;10210
VIENNE LA VILLE;51800
PIETRICAGGIO;20234
ANDELAROCHE;3120
SARTENE;20100
VAUCHASSIS;10190
VILLERS LE SEC;51250
PIETROSO;20242
AUBIGNY;3460
STE LUCIE DE TALLANO;20112
VAUDES;10260
VINAY;51530
PIGNA;20220
AUDES;3190
URBALACONE;20128
VENDEUVRE SUR BARSE;10140
VITRY LA VILLE;51240
PIOBETTA;20234
BESSAY SUR ALLIER;3340
ZERUBIA;20116
VERRICOURT;10240
VRAUX;51150
PORRI;20215
BOURBON L ARCHAMBAULT;3160
ZIGLIARA;20190
VILLADIN;10290
WARMERIVILLE;51110
PRUNELLI DI CASACCONI;20290
BRAIZE;3360
ZONZA;20124
VILLECHETIF;10410
MAGENTA;51530
ROGLIANO;20248
LE BREUIL;3120
AITI;20244
VILLENAUXE LA GRANDE;10370
AIGREMONT;52400
ROSPIGLIANI;20242
CERILLY;3350
ALERIA;20270
VILLERY;10320
ANDILLY EN BASSIGNY;52360
SALICETO;20218
LA CHABANNE;3250
AREGNO;20220
VILLE SUR ARCE;10110
ANNONVILLE;52230
SCATA;20213
CHANTELLE;3140
AVAPESSA;20225
VILLETTE SUR AUBE;10700
ARBIGNY SOUS VARENNES;52500
SORBO OCAGNANO;20213
CHAPPES;3390
BASTIA;20200
VILLY EN TRODES;10140
ARBOT;52160
ST FLORENT;20217
CHARMEIL;3110
BIGORNO;20252
ALBAS;11360
ATTANCOURT;52130
SAN GAVINO DI TENDA;20246
CHATEAU SUR ALLIER;3320
BISINCHI;20235
ALET LES BAINS;11580
AUTREVILLE SUR LA RENNE;52120
SAN GIULIANO;20230
CHATELPERRON;3220
BORGO;20290
ALZONNE;11170
BANNES;52360
SAN MARTINO DI LOTA;20200
CHEVAGNES;3230
BRANDO;20222
ARGELIERS;11120
BASSONCOURT;52240
SANTO PIETRO DI TENDA;20246
CHEZELLE;3140
BRANDO;20222
ARGENS MINERVOIS;11200
ROCHES BETTAINCOURT;52270
